ID,Fuga,BehaviorScoring,LineadeCredito,SaldoTotal,Frecuency_Global,MonetaryValue_Global,Recency_Global
539,265679,0,701,3000,1177,98.6666666666667,370.975,11
540,266381,0,624,1600,3779,78,167.893888888889,9
541,267235,0,594,2000,1598,28.9166666666667,229.426153846154,5
542,268252,0,552,1500,516,186,262.25,46
543,269164,0,430,5200,8591,39.5,1464.92,179
544,269193,1,791,13200,1873,22,256.345,61
545,269861,0,909,5600,366,37.875,130.204444444444,34
546,269895,0,918,9100,428,91,290.81,9
547,273440,0,831,14600,4994,110,956,8
548,274721,1,674,1800,706,16.0454545454545,163.015,0
549,274858,1,777,5000,3358,13,44.45,156
550,275234,0,805,2000,1022,34.5,402.017692307692,7
551,276419,0,724,6200,3824,59,714.006666666667,26
552,276472,0,723,3000,2754,48,963,9
553,276492,1,379,3500,3260,15.1666666666667,440.353846153846,149
554,276963,0,748,4100,901,122,133.166666666667,17
555,277742,0,635,700,603,252,238.358,54
556,278397,0,599,7600,9101,57.6,285.061,9
557,278665,1,404,2700,2995,125,79.575,114
558,278918,0,571,700,458,42,398.5,2
559,279326,1,574,675,4766,24,46.025,9
560,279893,0,848,8000,7748,19.875,299.638235294118,9
561,281417,1,577,4700,2465,13.625,92.2766666666667,146
562,282845,0,636,2970,1746,72.75,698.3,22
563,283136,0,616,1200,3494,34,283.724444444444,25
564,283279,0,896,8100,267,125,229.45,23
565,283684,0,64,20000,70,72.3333333333333,337.275,9
566,283985,0,445,1300,1388,119,128.75,184
567,284181,0,740,900,282,37.6666666666667,146.54,23
568,285340,0,463,1950,2005,75,530,55
569,285866,1,369,900,884,15.9047619047619,70.3831578947369,24
570,286345,1,435,2800,3813,21,563.95,283
571,286721,1,817,3000,166,28.8,267.32,23
572,287343,1,642,2300,3950,17,169.6,298
573,288158,0,785,3100,1552,32.25,201.642307692308,1
574,289122,1,576,2300,2482,24.2142857142857,113.962,22
575,290217,0,448,1500,358,58,85.9166666666667,25
576,290338,0,704,500,85,19.5,99,80
577,290824,1,387,500,81,17.5789473684211,179.05,24
578,291223,0,510,3300,2579,50,226.976666666667,6
579,291346,0,445,4150,5965,40.5,525.996666666667,53
580,291919,0,460,1800,1806,258,282.328,19
581,292848,0,853,11800,2363,44.25,145.294444444444,4
582,294109,0,750,7300,4011,27,143.165,5
583,294378,1,312,2500,2579,20,257.7,256
584,294382,0,615,500,462,60.6666666666667,986.475,61
585,295663,1,784,2200,652,30.3636363636364,235.11,19
586,295771,1,749,2500,53,74,463.5,202
587,296378,0,633,7700,14881,24,227,3
588,297173,1,495,1400,5779,33.4,176.95,17
589,297220,0,766,1900,612,61,694.886,7
590,297988,0,713,15300,8330,62,256.333333333333,15
591,298555,0,899,20000,8980,28,1987.90692307692,9
592,299006,0,414,2600,2614,211,426.9,112
593,299360,1,593,8000,12110,21,98.38,319
594,299421,0,970,15000,116,56.6,178.45,6
595,300031,1,775,3000,1418,17,121.44,14
596,300437,0,523,3700,3022,21.1333333333333,103.99625,12
597,300732,1,729,11700,1785,11.5,91.8,16
598,301889,0,810,4600,227,88,339.6,86
599,302736,0,748,10000,1129,33.6,143.761538461538,6
600,303232,1,778,12000,2091,1,301.15,193
601,303716,0,763,15000,2977,82.5,139.603888888889,9
602,303848,1,590,4000,1695,30.3636363636364,2525,19
603,304417,0,966,19000,651,62.3333333333333,527.95,16
604,304568,0,740,4400,77,34,200.35,71
605,304606,1,787,9200,922,16.375,999,17
606,304766,1,409,1650,1403,13.9166666666667,573.4,29
607,305085,1,578,6900,1314,10,199.8,108
608,305096,0,580,850,569,23.9285714285714,122.995384615385,1
609,305353,0,566,4000,3086,46.6666666666667,167.764285714286,11
610,306278,0,895,20000,1354,38.375,186.25,29
611,306433,0,731,8100,1132,79,128.9,24
612,306565,0,630,3800,978,90,94.2477777777778,6
613,306619,1,614,4900,78,27.4166666666667,159.215,32
614,306766,1,796,20000,11894,9,1306.935,134
615,307682,0,749,7600,6504,40.625,157.591034482759,3
616,308031,1,487,1500,1599,30.5,119.066666666667,14
617,308593,0,598,6600,27417,95,338.132592592593,9
618,309230,0,763,4500,2105,61,613.9,4
619,309370,0,720,7200,58,47.5,154,108
620,310321,0,838,20000,4513,26.1666666666667,132.866153846154,2
621,310365,1,543,7400,855,5,596.98,341
622,310540,1,984,20000,1464,12.2,165.658333333333,298
623,311197,1,374,9000,13119,23,222.058571428571,165
624,311489,0,628,700,695,19,71.3,10
625,311757,1,859,8000,1569,30.3636363636364,881.75,24
626,312977,0,637,8800,16788,34.8,779.3,0
627,313951,0,803,2400,1013,69,344.1,4
628,314696,0,865,1600,263,84,84.4375,0
629,315246,0,326,2100,2443,31.5454545454545,421.23,2
630,316334,1,452,2500,1503,20.875,388.3,24
631,316709,0,605,12900,19697,169,214.9,7
632,316956,1,404,5700,7372,16.4,155.923333333333,254
633,317305,1,647,4800,2507,33.4,1200.26,29
634,317944,1,719,900,531,4,108.065,331
635,319195,0,785,7200,360,59,268.846666666667,14
636,319520,1,537,3000,1731,30.125,451.913636363636,106
637,319811,1,447,1100,185,30.625,273.15,113
638,320286,1,435,650,85,16.25,121.836,176
639,321265,1,549,9600,11477,37.3333333333333,414.51,22
640,321760,0,703,8800,6093,102,233.036,1
641,321797,0,697,4200,352,42.75,117.881111111111,7
642,321962,0,725,16300,18293,59.6,173.265,1
643,321972,0,622,6800,151,26.6,398.116666666667,19
644,324320,1,446,11300,13708,23,1701.22,24
645,324396,0,535,1100,1233,39.3333333333333,148.936363636364,18
646,325009,0,780,4100,1320,326,1819,27
647,325089,1,757,7100,325,20,290.4,15
648,325726,0,593,13300,30515,115,1807.655,2
649,326500,0,753,9200,2415,136,49.45,6
650,326522,0,805,7700,1047,63,774.6,91
651,326657,0,570,2000,1617,53,358.566666666667,23
652,327226,0,467,3501,5719,68.25,260.853125,1
653,330443,1,844,7600,1074,48.5,66.1,250
654,331596,0,580,2550,2631,111,1024.55,20
655,331947,1,470,9000,13047,1,64.765,355
656,332029,0,823,5000,967,57,209.5,1
657,333212,0,813,2800,384,85.3333333333333,224.841428571429,14
658,333965,0,839,10200,85,63.8,477.81,8
659,334585,0,785,4800,1679,147,395.715555555556,15
660,335012,1,541,4000,9302,14.5217391304348,681.435,29
661,335619,1,615,4000,189,18,53.07,14
662,336174,0,565,3450,3355,93,257.845,7
663,336671,0,655,1400,4161,57.75,647.54,4
664,337569,0,672,3500,2448,75.5,482.398,39
665,338543,0,867,10200,297,109.5,219.293809523809,9
666,338814,0,625,1800,70,89.5,299.536666666667,0
667,340126,1,634,2880,361,11,188.76,140
668,340266,0,481,9600,10543,66,252.9,115
669,340630,0,380,1100,1168,126.5,93.1966666666667,12
670,340990,0,644,1800,1646,72.75,326.42,18
671,341246,0,673,16600,10920,64.3333333333333,116.766666666667,66
672,341419,0,783,975,679,109,93.1,1
673,341580,1,813,3400,818,22.3333333333333,279,205
674,341825,1,614,9100,658,25,410.912,270
675,341920,1,360,4400,2667,22,94.4481481481482,19
676,342543,0,437,5200,5098,18.8,185.01125,2
677,343359,0,866,1700,383,149,274.828571428571,26
678,343422,0,705,3800,492,65.25,552.161428571429,8
679,345451,0,514,12000,12957,123,226.590909090909,3
680,346002,0,704,750,159,245,131.929230769231,16
681,346101,1,323,7450,7376,5,154.945,346
682,346164,1,557,4300,4898,58.25,2999,114
683,348320,0,785,15600,699,38.6666666666667,252.618421052632,3
684,348691,1,309,1950,9434,17.7142857142857,73.2875,4
685,348699,1,710,4100,1572,11,77.1333333333333,144
686,349024,0,742,2800,488,111,461.6,26
687,349890,0,999,8500,2237,54.5,284.461111111111,0
688,350263,1,659,2300,440,23.6666666666667,328.8,288
689,350808,0,657,2100,1007,66.5,1249,78
690,351892,1,534,2160,415,12,477.4,110
691,351943,0,548,2000,3103,26,169,50
692,352410,0,900,4500,408,30,630.46,4
693,352703,0,707,1400,139,58.8333333333333,225.031111111111,1
694,352760,0,728,15200,14368,40.375,159.729,0
695,352812,1,301,4400,16373,22.25,359.192,14
696,353012,1,489,4100,7392,19.5,2067.655,247
697,353076,1,635,3870,2434,90,32,216
698,353464,0,854,8000,2540,48.6666666666667,474.507142857143,7
699,354736,1,286,1800,7668,6.29824561403509,145.95,4
700,355339,0,466,1140,942,41.8,113.523333333333,29
701,355615,0,648,2500,4090,50.25,1016.56,9
702,356893,0,555,1100,1009,75.3333333333333,116.5,1
703,357700,0,538,4000,9014,86,307.053225806452,3
704,358441,0,767,1500,1122,23.4666666666667,257.014375,8
705,359562,0,528,6700,11322,64.3333333333333,339.4575,51
706,360777,0,694,1200,191,71.25,91.63,6
707,360838,1,607,800,240,40.7142857142857,173.235714285714,75
708,361978,1,414,1250,1172,107,123.45,41
709,362338,1,864,3200,97,14.7391304347826,269.1,9
710,363323,0,502,1000,830,115,220.872352941177,23
711,364016,1,796,1550,263,7,264.53,156
712,364833,1,405,2200,2324,23.7692307692308,225.592857142857,4
713,365065,1,418,1550,740,25.9,571.94,99
714,365837,0,506,2000,12128,19.5714285714286,102.64125,4
715,365905,0,676,8800,8772,105,170.265789473684,14
716,366409,0,594,4000,1880,43.625,446.122222222222,0
717,367825,0,666,540,399,40,159.6,40
718,368433,0,651,800,630,17.5,110.272631578947,19
719,368790,0,995,20000,2126,87.5,306.358333333333,2
720,369842,1,675,8000,7522,18.3333333333333,346.992142857143,13
721,370970,1,775,17600,155,32,794.85,326
722,371760,0,850,5000,359,34.7777777777778,117.863333333333,1
723,372186,0,563,7200,8118,22.4285714285714,165.465,2
724,372238,1,550,2000,4690,13,28.56,344
725,372984,1,465,2160,2285,24.5,44.2766666666667,19
726,373567,1,633,2600,168,35.875,156.583333333333,32
727,373904,0,701,5900,2469,154,172.9,2
728,375000,0,730,2100,355,230,423.2,19
729,376552,1,657,1200,1939,30.3636363636364,107.45,14
730,377230,1,617,3100,55,12.5555555555556,149.25,19
731,377397,0,578,1500,5053,93.5,149,14
732,377515,0,490,5600,5396,10.1142857142857,128.6,4
733,377805,1,504,1600,93,131,122.95,81
734,378775,0,568,2610,1346,25.6923076923077,363.155,3
735,379212,1,253,2600,2144,12.7272727272727,170.740909090909,224
736,380369,0,818,2200,793,49,363.425,7
737,380739,1,631,4900,7271,14,233.45,190
738,380990,0,991,15600,122,77,186.4,19
739,381851,1,550,800,81,5.25,289,153
740,382229,0,726,3000,462,49.6666666666667,85.0738095238095,1
741,384478,0,715,5200,5408,17.047619047619,320.113636363636,4
742,385722,0,673,1400,96,172,53.6483333333333,37
743,386585,0,446,800,915,34.1111111111111,163.9,9
744,388632,0,749,2000,2060,214,817.5,12
745,388881,0,736,2200,976,114.666666666667,130.376,7
746,389784,1,871,6800,767,30.3636363636364,718.75,29
747,391633,1,504,1300,695,13,428.5,51
748,392549,1,385,2000,594,30.3636363636364,332.78,4
749,392944,0,782,6400,928,28.1818181818182,153.568571428571,1
750,393276,0,555,1800,3422,110,96.5925925925926,4
751,393395,1,276,5400,6782,20,277.466666666667,243
752,393588,0,777,600,55,127,179.5,17
753,394250,1,227,1400,2331,18.25,129,19
754,394290,0,489,2000,1859,48.3333333333333,101.875,5
755,394534,1,515,1080,715,19,119.268888888889,158
756,394569,1,485,4200,28414,28.7777777777778,52.8,103
757,394765,1,298,600,352,44,243.185,234
758,394839,1,705,3000,509,2.75,38.76,345
759,395729,0,507,1800,1938,53.5,211.195,18
760,396067,0,426,800,461,108,254.59,63
761,396195,1,318,3000,4254,14.7,149.500909090909,29
762,396951,0,852,500,359,66.4,250.573333333333,27
763,397267,0,425,1700,1711,177,58.513,6
764,397285,0,511,8600,8008,26.4,97.18,49
765,397727,1,879,16300,103,14.3809523809524,110.55,53
766,397754,0,828,10200,2481,208,158.353333333333,0
767,399672,0,697,4200,3886,55,1864.5,16
768,399986,0,839,20000,2927,53.5,478.066666666667,9
769,400656,0,690,2800,1211,22.0714285714286,332.857333333333,0
770,400769,0,778,4300,969,111,163.744117647059,6
771,401274,1,828,4850,139,30.3636363636364,349.9,19
772,401477,1,402,5700,4362,9,38.15,4
773,401835,0,712,20000,15348,27.8333333333333,530.136875,0
774,402438,1,820,8200,2341,12,57.365,289
775,402582,0,260,14100,29967,36,497.3525,68
776,403360,1,455,3500,2782,8.975,250.2,4
777,403595,0,791,9600,1641,51.6666666666667,814.271428571428,7
778,403610,1,968,15700,109,16.5263157894737,192.1,3
779,404300,1,492,2200,1284,23.4,106.2,54
780,404860,1,771,10600,2342,30.3636363636364,185.85,9
781,405067,1,619,8500,6306,16.0909090909091,246.32,9
782,405452,1,903,10620,106,30,198.87,12
783,405470,0,606,4000,2296,76.5,428,4
784,405539,0,764,9600,1419,22.5555555555556,138.37,9
785,406926,0,980,14900,3106,72.3333333333333,905,35
786,407168,0,599,800,487,33.8,137.2476,5
787,407705,0,547,8800,3936,64,181.89,0
788,408275,0,948,10100,170,31.2857142857143,656.915,0
789,410945,0,797,4000,151,32.75,142.68,11
790,411607,0,597,4400,8105,93.6666666666667,130.5175,65
791,411922,0,762,4800,309,95,949.583333333333,9
792,412715,0,847,10100,255,48.7142857142857,398.31875,13
793,412938,0,737,3600,4795,156,389.8,10
794,414088,1,602,2600,1583,23.3333333333333,63.8,286
795,415150,1,431,12500,14957,10,405.131666666667,142
796,415445,1,824,6300,745,33.75,197.045,39
797,415876,0,829,6350,1438,98.3333333333333,155.254444444444,14
798,416402,1,394,700,110,19,196.6,268
799,417874,0,860,3800,465,280,295,12
800,418615,1,375,4350,74,5.5,709.302,215
801,418835,0,761,7400,1761,44,467.771666666667,34
802,419332,0,860,2300,352,75.6666666666667,225.375,14
803,419579,1,502,2600,4625,12.5555555555556,232.962857142857,19
804,419804,0,669,2900,418,120.5,494.26,1
805,419913,1,478,3200,4690,9.69444444444444,211.149677419355,14
806,420319,0,753,15000,4526,46.5,538.544482758621,15
807,420406,0,863,14400,4600,27.5833333333333,200.753846153846,27
808,420992,0,528,8000,15908,31,412.74,13
809,422038,1,462,4500,8641,34.2857142857143,217.8,117
810,422176,0,733,8000,271,81.5,498.42,31
811,422251,0,719,3800,2196,156,2737.5,27
812,424127,1,555,6100,8730,14,259.35,9
813,424899,0,920,15000,1046,83,377.4,35
814,425530,0,524,4500,2429,60.4,1085.11833333333,2
815,425779,0,991,14600,2498,47.2857142857143,975.675,0
816,427508,1,439,2100,2971,20,935.205,301
817,428763,1,804,13500,16798,10,140.15,4
818,428914,1,633,17200,9880,18.2631578947368,177.87,8
819,428987,0,790,3800,1077,53.1666666666667,248.857142857143,4
820,429067,0,579,2000,2192,40.875,97.0522222222222,9
821,430239,1,393,2880,5163,9.83333333333333,1035,4
822,431696,0,513,2500,684,54.5,171.58,19
823,432249,1,502,900,275,59.6666666666667,601.18,1
824,432669,1,333,3000,4113,31.5,611.666666666667,264
825,432682,0,281,5600,30458,25.1111111111111,70.2,117
826,432853,0,798,5900,1963,86.5,147.529473684211,3
827,432974,1,417,2200,4318,26.5,227.385,229
828,433859,0,649,3800,1875,28.1,279.7,21
829,434596,1,372,9800,4093,30,567.75,24
830,435152,0,733,1100,547,91.6666666666667,250.25,7
831,435511,0,576,1500,243,107,115.12,3
832,435738,0,652,1100,681,50.1428571428571,73.7752542372881,2
833,435835,0,559,1300,227,59.6666666666667,138.766363636364,4
834,437242,1,343,15000,20098,10.7741935483871,145.57,24
835,437512,1,461,4200,3560,7.33333333333333,568.2875,292
836,438425,1,704,6000,7095,32,151.9,328
837,438569,0,841,2500,178,84,1073.54666666667,0
838,439758,1,382,900,2172,23.25,80.69,237
839,439770,1,331,1980,2094,9,12,226
840,439805,0,626,12800,7165,44.4,194.825,14
841,440174,1,460,2340,7144,10,128.503111111111,21
842,440760,0,848,10200,264,46.5,214.459,19
843,440904,0,625,1700,799,61,1258.8,6
844,441063,0,720,2200,3920,42.3333333333333,86.0425,24
845,443033,0,619,9000,9253,28.6666666666667,190.57,24
846,443326,0,616,3800,3821,105,176.15,20
847,443652,0,514,5600,4117,32,114.57,242
848,444288,0,718,1450,481,29.5454545454545,318.3,24
849,445238,0,480,9000,12022,28.0909090909091,324.38,21
850,445515,0,703,3350,2935,33.5,281.061818181818,0
851,445732,1,361,5400,931,14.36,251.14,4
852,445886,0,821,800,1054,49.8,299.251666666667,78
853,445964,0,595,800,6124,57,230.05,9
854,448175,1,642,3000,3536,18.7222222222222,123.93,9
855,448227,0,639,1000,1178,84.5,123.7475,78
856,448334,0,780,3300,675,274,119.72,14
857,449939,0,619,3300,2066,42.25,254.74,0
858,450311,1,705,800,120,30.3636363636364,93.8,19
859,450395,0,466,500,76,92,336.125,179
860,450691,1,383,810,142,49,159.575,48
861,450711,1,674,4600,503,14,685.52,253
862,452497,0,759,10400,758,28.5833333333333,274.156153846154,8
863,453257,0,676,1600,629,24.2857142857143,157.533333333333,9
864,455198,0,699,7400,1672,81.25,404.8,16
865,455615,0,465,600,486,57.6,261.241666666667,0
866,456287,0,830,2800,554,53.6666666666667,154.428571428571,0
867,456781,0,591,1100,204,100,221.89,87
868,457964,0,669,5100,1586,45.3333333333333,324.774285714286,39
869,458401,0,703,3500,2427,72,379.882222222222,0
870,459128,0,546,1500,1625,39.6666666666667,34.9657142857143,61
871,459189,1,537,1500,10835,26.8461538461538,225.455,14
872,459824,0,644,8800,16979,12.5714285714286,1761.61,2
873,459831,1,413,1900,2779,12.8888888888889,201.49,14
874,459929,1,662,11200,57,30.3636363636364,238.65,29
875,460105,0,787,4400,835,221,332.7,0
876,460180,1,417,9800,12400,22.5,51.7,242
877,460452,0,762,2400,608,59.6666666666667,319.4,102
878,460538,1,755,2400,2007,23,222.966666666667,315
879,460857,0,667,1500,1459,52.6,247.333333333333,24
880,461025,0,760,1700,591,99.3333333333333,361.95,9
881,461534,0,769,6800,3674,48.6,141.735405405405,6
882,461865,0,593,700,565,30.3636363636364,178.9,9
883,461933,0,835,6200,2236,30.4285714285714,243.380769230769,1
884,462157,0,855,4600,673,68.6,674.98,18
885,462618,0,735,2800,2508,40.6666666666667,2501.885,33
886,463142,0,616,900,916,37.6666666666667,747.3125,19
887,464638,1,452,1600,4234,15,249,24
888,465491,0,706,800,174,102,273.1,158
889,465812,0,666,1440,294,25,172.244545454545,0
890,466087,0,740,1400,457,27.4166666666667,148.665263157895,10
891,466822,0,748,6300,2674,109.5,809.226,1
892,466834,1,613,2350,6697,25.6923076923077,72.8157142857143,14
893,468051,1,418,1000,3601,15.6818181818182,149.341666666667,19
894,468210,0,577,2100,1155,216,1010,94
895,468617,1,607,900,956,10,441.8,3
896,469031,1,332,1000,703,34.2,328.665,160
897,469129,0,897,5500,817,54.1666666666667,520.3,36
898,469652,1,486,1900,51,10,470.6,223
899,470046,0,717,2800,3348,53.2,401.19,14
900,470909,1,525,1400,1212,26.5,28.3933333333333,0
901,471071,1,627,3400,605,25,225.66,275
902,471346,0,903,15000,5378,70,348.2690625,3
903,471573,1,704,2300,421,2,30,172
904,471720,0,853,8000,2962,25.5714285714286,221.460540540541,0
905,472237,0,800,2000,1116,45.5,181.523333333333,8
906,473062,1,343,8600,12282,23.6666666666667,181.87,290
907,473383,0,800,2300,343,47.5,110.28,14
908,474412,0,649,1100,2440,289,113.226351351351,0
909,474711,0,734,1800,3141,70.3333333333333,327.575,73
910,474802,1,557,2000,3712,16.6666666666667,138.57,115
911,474896,1,709,2100,105,81,54.2,28
912,474956,0,669,2000,3353,37.3333333333333,345.734,5
913,475319,0,554,3400,7096,40,38.536,19
914,475380,0,773,2100,637,39,167.086666666667,3
915,477549,0,795,9200,1663,243,526.949444444444,0
916,477579,1,576,3350,1659,108,84.68,51
917,477990,1,848,3100,129,84.3333333333333,258.075,67
918,478131,1,547,2100,8225,30.3636363636364,19.9,19
919,478599,1,691,2200,5621,20.2857142857143,130,222
920,478665,0,749,5600,1234,25.5,203.628064516129,3
921,478813,0,668,1050,1032,97.3333333333333,488.3875,9
922,479704,1,467,1000,130,59.5,32.4,8
923,479712,1,379,800,442,33,251.25,44
924,479916,0,571,2700,2282,36,127.834166666667,132
925,480085,1,381,5200,7772,7.5,32.15,327
926,480426,0,618,3900,6408,268,265.76,10
927,480790,1,606,1500,914,14,192.6,259
928,480957,0,611,2200,4872,160.5,250.666666666667,11
929,480992,1,558,1100,921,7.42857142857143,557,4
930,481451,0,738,2600,603,95,180.4875,24
931,483152,1,326,1100,1197,15.1739130434783,411.233333333333,4
932,483198,0,685,1900,2658,87.5,134.633333333333,57
933,483508,0,867,5500,512,121,108.154,7
934,484922,1,771,700,699,23,218.7332,18
935,486124,0,727,1900,2231,46.25,148.376315789474,23
